year,award_category,artist_name,win
1985,Best Art Direction In a Video,Don Henley,Yes
1985,Best Art Direction In a Video,Culture Club,No
1985,Best Art Direction In a Video,Madonna,No
1985,Best Art Direction In a Video,Peter Brown ,No
1985,Best Art Direction In a Video,Simple Minds,No
1985,Best Art Direction In a Video,Bryan Adams,No
1985,Best Choreography in a Video ,Elton John,Yes
1985,Best Choreography in a Video ,Madonna,No
1985,Best Choreography in a Video ,Prince and the Revolution,No
1985,Best Choreography in a Video ,Tina Turner,No
1985,Best Choreography in a Video ,Eurythmics,No
1985,Best Choreography in a Video ,Madonna,No
1985,Best Choreography in a Video ,Sheila E.,No
1985,Best Cinematography in a Video,Don Henley,Yes 
1985,Best Cinematography in a Video,Bryan Adams,No 
1985,Best Cinematography in a Video,Bryan Adams,No 
1985,Best Cinematography in a Video,Lindsey Buckingham,No 
1985,Best Cinematography in a Video,Madonna,No 
1985,Best Concept Video,Glenn Frey,Yes 
1985,Best Concept Video,Don Henley,No 
1985,Best Concept Video,Tom Petty and the Heartbreakers,No 
1985,Best Concept Video,David Lee Roth,No 
1985,Best Concept Video,Frankie Goes to Hollywood,No 
1985,Best Direction in a Video,Don Henley,Yes 
1985,Best Direction in a Video,Chris Isaak,No 
1985,Best Direction in a Video,Simple Minds,No 
1985,Best Direction in a Video,Toto,No 
1985,Best Direction in a Video,Bryan Adams,No 
1985,Best Direction in a Video,Duran Duran,No 
1985,Best Direction in a Video,Tom Petty and the Heartbreakers,No 
1985,Best Editing in a Video,The Art of Noise,Yes 
1985,Best Editing in a Video,Eurythmics,No 
1985,Best Editing in a Video,Lindsey Buckingham,No 
1985,Best Editing in a Video,Bryan Adams,No 
1985,Best Editing in a Video,Lindsey Buckingham,No 
1985,Best Female Video,Tina Turner,Yes 
1985,Best Female Video,Madonna,No 
1985,Best Female Video,Sheila E.,No 
1985,Best Female Video,Cyndi Lauper,No 
1985,Best Female Video,Sade,No 
1985,Best Group Video ,USA for Africa,Yes 
1985,Best Group Video ,Huey Lewis and the News,No 
1985,Best Group Video ,U2,No 
1985,Best Group Video ,Eurythmics,No 
1985,Best Group Video ,The Cars,No 
1985,Best Male Video,Bruce Springsteen,Yes 
1985,Best Male Video,David Lee Roth,No 
1985,Best Male Video,Glenn Frey,No 
1985,Best Male Video,David Lee Roth,No 
1985,Best Male Video,Don Henley,No 
1985,Best New Artist in a Video,Til Tuesday,Yes 
1985,Best New Artist in a Video,Julian Lennon,No 
1985,Best New Artist in a Video,Sheila E.,No 
1985,Best New Artist in a Video,Frankie Goes to Hollywood,No 
1985,Best New Artist in a Video,Sade,No 
1985,Best Overall Performance in a Video,Philip Bailey Feat. Phil Collins,Yes 
1985,Best Overall Performance in a Video,David Lee Roth,No
1985,Best Overall Performance in a Video,USA for Africa,No
1985,Best Overall Performance in a Video,Bruce Springsteen,No
1985,Best Overall Performance in a Video,Eurythmics,No
1985,Best Special Effects in a Video ,Tom Petty and the Heartbreakers,Yes 
1985,Best Special Effects in a Video ,Culture Club,No 
1985,Best Special Effects in a Video ,Lindsey Buckingham,No 
1985,Best Special Effects in a Video ,Bryan Adams,No 
1985,Best Special Effects in a Video ,Lindsey Buckingham,No 
1985,Best Stage Performance in a Video ,Bruce Springsteen,Yes 
1985,Best Stage Performance in a Video ,Eurythmics,No 
1985,Best Stage Performance in a Video ,Tina Turner,No 
1985,Best Stage Performance in a Video ,David Bowie,No 
1985,Best Stage Performance in a Video ,Talking Heads,No 
1985,Most Experimental Video ,The Art of Noise,Yes
1985,Most Experimental Video ,Lindsey Buckingham,No 
1985,Most Experimental Video ,Lone Justice,No 
1985,Most Experimental Video ,Chris Isaak,No 
1985,Most Experimental Video ,Lindsey Buckingham,No 
1985,Video of the Year ,Don Henley,Yes 
1985,Video of the Year ,David Lee Roth,No 
1985,Video of the Year ,USA for Africa,No 
1985,Video of the Year ,David Lee Roth,No 
1985,Video of the Year ,Tom Petty and the Heartbreakers,No 
1985,Viewer’s Choice,USA for Africa,Yes
1985,Viewer’s Choice,David Lee Roth,No 
1985,Viewer’s Choice,Tom Petty and the Heartbreakers,No 
1985,Viewer’s Choice,David Lee Roth,No 
1985,Viewer’s Choice,Don Henley,No 
1985,Video Vanguard Award,David Byrne,Yes 
1985,Video Vanguard Award,Russell Mulcahy,Yes 
1985,Video Vanguard Award,"Godley & Creme, Kevin Godley, Lol Creme",Yes 
1985,Special Recognition Award,Bob Geldof,Yes 
1986,Best Art Direction In a Video,ZZ Top,Yes 
1986,Best Art Direction In a Video,A-ha,No 
1986,Best Art Direction In a Video,Dire Straits,No 
1986,Best Art Direction In a Video,Honeymoon Suite,No 
1986,Best Art Direction In a Video,Pat Benatar,No 
1986,Best Choreography in a Video ,Prince and the Revolution,Yes 
1986,Best Choreography in a Video ,Madonna,No 
1986,Best Choreography in a Video ,Pat Benatar,No 
1986,Best Choreography in a Video ,Madonna,No 
1986,Best Choreography in a Video ,Morris Day,No 
1986,Best Cinematography in a Video,A-ha,Yes 
1986,Best Cinematography in a Video,Pat Benatar,No 
1986,Best Cinematography in a Video,ZZ Top,No 
1986,Best Cinematography in a Video,Joe Walsh,No 
1986,Best Cinematography in a Video,X,No 
1986,Best Concept Video,A-ha,Yes 
1986,Best Concept Video,Godley & Creme,No 
1986,Best Concept Video,Talking Heads,No 
1986,Best Concept Video,Dire Straits,No 
1986,Best Concept Video,Talking Heads,No 
1986,Best Direction in a Video,A-ha,Yes 
1986,Best Direction in a Video,Pat Benatar,No
1986,Best Direction in a Video,ZZ Top,No
1986,Best Direction in a Video,Dire Straits,No
1986,Best Direction in a Video,X,No
1986,Best Editing in a Video,A-ha,Yes 
1986,Best Editing in a Video,Pat Benatar,No 
1986,Best Editing in a Video,ZZ Top,No 
1986,Best Editing in a Video,Dire Straits,No 
1986,Best Editing in a Video,X,No 
1986,Best Female Video,Whitney Houston,Yes 
1986,Best Female Video,Grace Jones ,No 
1986,Best Female Video,Tina Turner ,No 
1986,Best Female Video,Aretha Franklin ,No 
1986,Best Female Video,Kate Bush ,No 
1986,Best Group Video ,Dire Straits,Yes 
1986,Best Group Video ,INXS,No 
1986,Best Group Video ,The Rolling Stones,No 
1986,Best Group Video ,A-ha,No 
1986,Best Group Video ,Talking Heads,No 
1986,Best Male Video,Robert Palmer,Yes 
1986,Best Male Video,Bryan Adams,No 
1986,Best Male Video,Sting,No 
1986,Best Male Video,Bruce Springsteen,No 
1986,Best Male Video,Phil Collins,No 
1986,Best New Artist in a Video,A-ha,Yes 
1986,Best New Artist in a Video,Simply Red,No 
1986,Best New Artist in a Video,Whitney Houston,No 
1986,Best New Artist in a Video,Pet Shop Boys,No 
1986,Best New Artist in a Video,The Hooters,No 
1986,Best Overall Performance in a Video,David Bowie Feat. Mick Jagger,Yes 
1986,Best Overall Performance in a Video,Dire Straits,No 
1986,Best Overall Performance in a Video,Sting ,No 
1986,Best Overall Performance in a Video,Bruce Springsteen,No 
1986,Best Overall Performance in a Video,Robert Palmer,No 
1986,Best Special Effects in a Video ,A-ha,Yes 
1986,Best Special Effects in a Video ,Pat Benatar,No 
1986,Best Special Effects in a Video ,ZZ Top,No 
1986,Best Special Effects in a Video ,Dire Straits,No 
1986,Best Special Effects in a Video ,X,No 
1986,Best Stage Performance in a Video ,Bryan Adams Feat. Tina Turner,Yes 
1986,Best Stage Performance in a Video ,Huey Lewis and the News,No 
1986,Best Stage Performance in a Video ,Robert Palmer,No 
1986,Best Stage Performance in a Video ,Dire Straits,No 
1986,Best Stage Performance in a Video ,Pete Townshend,No 
1986,Most Experimental Video ,A-ha,Yes 
1986,Most Experimental Video ,Pat Benatar,No 
1986,Most Experimental Video ,ZZ Top,No 
1986,Most Experimental Video ,Dire Straits,No 
1986,Most Experimental Video ,X,No 
1986,Video of the Year ,Dire Straits,Yes 
1986,Video of the Year ,Godley & Creme,No 
1986,Video of the Year ,Talking Heads,No 
1986,Video of the Year ,A-ha,No 
1986,Video of the Year ,Robert Palmer,No 
1986,Viewer’s Choice,A-ha,Yes 
1986,Viewer’s Choice,Godley & Creme,No 
1986,Viewer’s Choice,Talking Heads,No 
1986,Viewer’s Choice,Dire Straits,No 
1986,Viewer’s Choice,Robert Palmer,No 
1986,Video Vanguard Award,Madonna,Yes 
1986,Video Vanguard Award,Zbigniew Rybczynski,Yes 
1986,Special Recognition Award,Bill Graham,Yes 
1986,Special Recognition Award,Jack Healey ,Yes 
1987,Best Art Direction In a Video,Peter Gabriel,Yes 
1987,Best Art Direction In a Video,Genesis,No 
1987,Best Art Direction In a Video,Paul Simon ,No 
1987,Best Art Direction In a Video,Breakfast Club,No 
1987,Best Art Direction In a Video,Madonna,No 
1987,Best Choreography in a Video ,Janet Jackson ,Yes 
1987,Best Choreography in a Video ,Madonna,No 
1987,Best Choreography in a Video ,The Bangles,No 
1987,Best Choreography in a Video ,Janet Jackson ,No 
1987,Best Choreography in a Video ,Steve Winwood,No 
1987,Best Cinematography in a Video,Robbie Nevil,Yes 
1987,Best Cinematography in a Video,Madonna,No 
1987,Best Cinematography in a Video,U2,No 
1987,Best Cinematography in a Video,Cyndi Lauper,No 
1987,Best Cinematography in a Video,Steve Winwood,No 
1987,Best Concept Video,Peter Gabriel,Yes 
1987,Best Concept Video,Genesis,No 
1987,Best Concept Video,Talking Heads,No 
1987,Best Concept Video,Eurythmics,No 
1987,Best Concept Video,Peter Gabriel,No 
1987,Best Direction in a Video,Peter Gabriel,Yes 
1987,Best Direction in a Video,Genesis,No 
1987,Best Direction in a Video,U2,No 
1987,Best Direction in a Video,Crowded House,No 
1987,Best Direction in a Video,Steve Winwood,No 
1987,Best Editing in a Video,Peter Gabriel,Yes 
1987,Best Editing in a Video,Eurythmics,No 
1987,Best Editing in a Video,Steve Winwood,No 
1987,Best Editing in a Video,Bon Jovi,No 
1987,Best Editing in a Video,Robbie Nevil,No 
1987,Best Editing in a Video,U2,No 
1987,Best Female Video,Madonna,Yes 
1987,Best Female Video,Janet Jackson ,No 
1987,Best Female Video,Madonna,No 
1987,Best Female Video,Cyndi Lauper,No 
1987,Best Female Video,Kate Bush ,No 
1987,Best Group Video ,Talking Heads,Yes 
1987,Best Group Video ,Eurythmics,No 
1987,Best Group Video ,U2,No 
1987,Best Group Video ,Crowded House,No 
1987,Best Group Video ,The Bangles,No 
1987,Best Male Video,Peter Gabriel,Yes 
1987,Best Male Video,Paul Simon ,No 
1987,Best Male Video,Steve Winwood,No 
1987,Best Male Video,David Bowie,No 
1987,Best Male Video,Robert Palmer,No 
1987,Best New Artist in a Video,Crowded House,Yes 
1987,Best New Artist in a Video,Robert Cray,No 
1987,Best New Artist in a Video,Timbuk 3,No 
1987,Best New Artist in a Video,Bruce Hornsby and the Range,No 
1987,Best New Artist in a Video,The Georgia Satellites ,No 
1987,Best Overall Performance in a Video,Peter Gabriel,Yes 
1987,Best Overall Performance in a Video,Madonna,No 
1987,Best Overall Performance in a Video,U2,No 
1987,Best Overall Performance in a Video,Janet Jackson ,No 
1987,Best Overall Performance in a Video,Run-D.M.C. and Aerosmith,No 
1987,Best Special Effects in a Video ,Peter Gabriel,Yes 
1987,Best Special Effects in a Video ,Genesis,No 
1987,Best Special Effects in a Video ,Peter Gabriel,No 
1987,Best Special Effects in a Video ,Eurythmics,No 
1987,Best Special Effects in a Video ,Paul Simon ,No 
1987,Best Stage Performance in a Video ,Bon Jovi,Yes 
1987,Best Stage Performance in a Video ,Bruce Springsteen,No 
1987,Best Stage Performance in a Video ,Run-D.M.C. Feat. Aerosmith,No 
1987,Best Stage Performance in a Video ,Bon Jovi,No 
1987,Best Stage Performance in a Video ,Bruce Springsteen,No 
1987,Best Video from a Film ,Talking Heads,Yes 
1987,Best Video from a Film ,Ben E. Kings,No 
1987,Best Video from a Film ,Rodney Dangerfield,No 
1987,Best Video from a Film ,Aretha Franklin ,No 
1987,Best Video from a Film ,Eric Clapton,No 
1987,Most Experimental Video ,Peter Gabriel,Yes 
1987,Most Experimental Video ,Genesis,No 
1987,Most Experimental Video ,Paul Simon ,No 
1987,Most Experimental Video ,Eurythmics,No 
1987,Most Experimental Video ,Huey Lewis and the News,No 
1987,Video of the Year ,Peter Gabriel,Yes 
1987,Video of the Year ,Paul Simon ,No 
1987,Video of the Year ,U2,No 
1987,Video of the Year ,Genesis,No 
1987,Video of the Year ,Steve Winwood,No 
1987,Viewer’s Choice,U2,Yes 
1987,Viewer’s Choice,Paul Simon ,No 
1987,Viewer’s Choice,Steve Winwood,No 
1987,Viewer’s Choice,Genesis,No 
1987,Viewer’s Choice,Peter Gabriel,No 
1987,Video Vanguard Award,Julien Temple ,Yes 
1987,Video Vanguard Award,Peter Gabriel,Yes 
1987,Special Recognition Award,Bernie Taupin ,Yes 
1987,Special Recognition Award,Elton John,Yes 
1988,Best Art Direction In a Video,Squeeze,Yes 
1988,Best Art Direction In a Video,George Harrison,No 
1988,Best Art Direction In a Video,INXS,No 
1988,Best Art Direction In a Video,Bruce Springsteen,No 
1988,Best Art Direction In a Video,George Michael,No 
1988,Best Choreography in a Video ,Janet Jackson ,Yes
1988,Best Choreography in a Video ,Michael Jackson,No 
1988,Best Choreography in a Video ,Sting,No 
1988,Best Choreography in a Video ,Michael Jackson,No 
1988,Best Choreography in a Video ,Prince ,No 
1988,Best Cinematography in a Video,Sting,Yes 
1988,Best Cinematography in a Video,Pink Floyd,No 
1988,Best Cinematography in a Video,Suzanne Vega,No 
1988,Best Cinematography in a Video,George Michael,No 
1988,Best Cinematography in a Video,Robert Plant,No 
1988,Best Concept Video,Pink Floyd,Yes 
1988,Best Concept Video,INXS,No 
1988,Best Concept Video,XTC,No 
1988,Best Concept Video,George Harrison,No 
1988,Best Concept Video,U2,No 
1988,Best Direction in a Video,George Michael,Yes 
1988,Best Direction in a Video,Pink Floyd,No 
1988,Best Direction in a Video,XTC,No 
1988,Best Direction in a Video,Eurythmics,No 
1988,Best Direction in a Video,R.E.M.,No 
1988,Best Editing in a Video,INXS,Yes 
1988,Best Editing in a Video,INXS,No 
1988,Best Editing in a Video,Prince ,No 
1988,Best Editing in a Video,Bruce Springsteen,No 
1988,Best Editing in a Video,Loverboy ,No 
1988,Best Female Video,Suzanne Vega,Yes
1988,Best Female Video,Janet Jackson ,No 
1988,Best Female Video,Lita Ford,No 
1988,Best Female Video,Cher,No 
1988,Best Female Video,Jody Watley,No 
1988,Best Group Video ,INXS,Yes 
1988,Best Group Video ,Eurythmics,No 
1988,Best Group Video ,U2,No 
1988,Best Group Video ,Aerosmith,No 
1988,Best Group Video ,U2,No 
1988,Best Male Video,Prince,Yes
1988,Best Male Video,George Harrison,No 
1988,Best Male Video,Terence Trent D’Arby,No 
1988,Best Male Video,Bruce Springsteen,No 
1988,Best Male Video,Steve Winwood,No 
1988,Best New Artist in a Video,Guns N’ Roses,Yes 
1988,Best New Artist in a Video,Jody Watley,No 
1988,Best New Artist in a Video,The Godfathers,No 
1988,Best New Artist in a Video,Buster Poindexter,No 
1988,Best New Artist in a Video,Swing Out Sister ,No 
1988,Best Special Effects in a Video ,Squeeze,Yes
1988,Best Special Effects in a Video ,George Harrison,No 
1988,Best Special Effects in a Video ,The Grateful Dead,No 
1988,Best Special Effects in a Video ,George Harrison,No 
1988,Best Special Effects in a Video ,INXS,No 
1988,Best Stage Performance in a Video ,Prince,Yes 
1988,Best Stage Performance in a Video ,Elton John,No 
1988,Best Stage Performance in a Video ,The Grateful Dead,No 
1988,Best Stage Performance in a Video ,Aerosmith,No 
1988,Best Stage Performance in a Video ,Roy Orbison,No 
1988,Best Stage Performance in a Video ,U2,No 
1988,Best Video from a Film ,Los Lobos,Yes 
1988,Best Video from a Film ,Bryan Ferry,No 
1988,Best Video from a Film ,The Bangles,No 
1988,Best Video from a Film ,Bob Seger,No 
1988,Best Video from a Film ,Peter Gabriel,No 
1988,Breakthrough Video ,INXS,Yes 
1988,Breakthrough Video ,Squeeze,No 
1988,Breakthrough Video ,XTC,No 
1988,Breakthrough Video ,George Harrison,No 
1988,Breakthrough Video ,Suzanne Vega,No 
1988,Video of the Year ,INXS,Yes 
1988,Video of the Year ,George Harrison,No 
1988,Video of the Year ,U2,No 
1988,Video of the Year ,Bruce Springsteen,No 
1988,Video of the Year ,U2 ,No 
1988,Viewer’s Choice,INXS,Yes 
1988,Viewer’s Choice,George Harrison,No 
1988,Viewer’s Choice,U2,No 
1988,Viewer’s Choice,Bruce Springsteen,No 
1988,Viewer’s Choice,U2,No 
1988,Video Vanguard Award,Michael Jackson,Yes 
1989,Best Art Direction In a Video,Madonna,Yes 
1989,Best Art Direction In a Video,Debbie Gibson,No 
1989,Best Art Direction In a Video,Jody Watley,No 
1989,Best Art Direction In a Video,DJ Jazzy Jeff & the Fresh Prince,No 
1989,Best Art Direction In a Video,INXS,No 
1989,Best Art Direction In a Video,Michael Jackson,No 
1989,Best Choreography in a Video ,Paula Abdul,Yes 
1989,Best Choreography in a Video ,Michael Jackson,No 
1989,Best Choreography in a Video ,Bobby Brown,No 
1989,Best Choreography in a Video ,New Kids on the Block ,No 
1989,Best Cinematography in a Video,Madonna,Yes 
1989,Best Cinematography in a Video,Steve Winwood,No 
1989,Best Cinematography in a Video,Michael Jackson,No 
1989,Best Cinematography in a Video,Tanita Tikaram,No 
1989,Best Dance Video ,Paula Abdul,Yes 
1989,Best Dance Video ,Jody Watley,No 
1989,Best Dance Video ,Bobby Brown,No 
1989,Best Dance Video ,Michael Jackson,No 
1989,Best Direction in a Video,Madonna,Yes 
1989,Best Direction in a Video,Jody Watley,No 
1989,Best Direction in a Video,Van Halen,No 
1989,Best Direction in a Video,DJ Jazzy Jeff & the Fresh Prince,No 
1989,Best Direction in a Video,Steve Winwood,No 
1989,Best Editing in a Video,Paula Abdul,Yes 
1989,Best Editing in a Video,Madonna,No 
1989,Best Editing in a Video,Steve Winwood,No 
1989,Best Editing in a Video,Jody Watley,No 
1989,Best Editing in a Video,Michael Jackson,No 
1989,Best Female Video,Paula Abdul,Yes 
1989,Best Female Video,Madonna,No 
1989,Best Female Video,Tracy Chapman,No 
1989,Best Female Video,Jody Watley,No 
1989,Best Female Video,Tanita Tikaram,No 
1989,Best Group Video ,Living Colour,Yes 
1989,Best Group Video ,Guns N’ Roses,No 
1989,Best Group Video ,Fine Young Cannibals ,No 
1989,Best Group Video ,Traveling Wilburys,No 
1989,Best Heavy Metal Video ,Guns N’ Roses,Yes 
1989,Best Heavy Metal Video ,Def Leppard,No 
1989,Best Heavy Metal Video ,Aerosmith,No 
1989,Best Heavy Metal Video ,Metallica,No 
1989,Best Male Video,Elvis Costello,Yes 
1989,Best Male Video,Lou Reed,No 
1989,Best Male Video,Bobby Brown,No 
1989,Best Male Video,Steve Winwood,No 
1989,Best New Artist in a Video,Living Colour,Yes 
1989,Best New Artist in a Video,Neneh Cherry,No 
1989,Best New Artist in a Video,Edie Brickell & New Bohemians,No 
1989,Best New Artist in a Video,Paula Abdul,No 
1989,Best Post-Modern Video ,R.E.M.,Yes 
1989,Best Post-Modern Video ,Siouxsie and the Banshees,No 
1989,Best Post-Modern Video ,The Escape Club,No 
1989,Best Post-Modern Video ,Love and Rockets,No 
1989,Best Post-Modern Video ,The Cure,No 
1989,Best Rap Video ,DJ Jazzy Jeff & the Fresh Prince,Yes
1989,Best Rap Video ,Kool Moe Doe,No 
1989,Best Rap Video ,Tone Loc,No 
1989,Best Rap Video ,Ice-T,No 
1989,Best Rap Video ,MC Hammer,No 
1989,Best Special Effects in a Video ,Michael Jackson,Yes 
1989,Best Special Effects in a Video ,Prince,No 
1989,Best Special Effects in a Video ,Adrian Belew,No 
1989,Best Special Effects in a Video ,The Escape Club,No 
1989,Best Stage Performance in a Video ,Living Colour,Yes 
1989,Best Stage Performance in a Video ,Def Leppard,No 
1989,Best Stage Performance in a Video ,Bobby Brown,No 
1989,Best Stage Performance in a Video ,Guns N’ Roses,No 
1989,Best Video from a Film ,U2 Feat. B.B. King,Yes 
1989,Best Video from a Film ,Ice-T,No 
1989,Best Video from a Film ,Annie Lennox Feat. Al Green ,No 
1989,Best Video from a Film ,The Belle Stars,No 
1989,Breakthrough Video ,The Art of Noise,Yes 
1989,Breakthrough Video ,Fine Young Cannibals ,No 
1989,Breakthrough Video ,Michael Jackson,No 
1989,Breakthrough Video ,The Escape Club,No 
1989,Breakthrough Video ,Elvis Costello,No 
1989,Breakthrough Video ,Jody Watley,No 
1989,Breakthrough Video ,Paula Abdul,No 
1989,International Viewer’s Choice: MTV Europe,Roxette,Yes 
1989,International Viewer’s Choice: MTV Europe,Niagara,No 
1989,International Viewer’s Choice: MTV Europe,The Jeremy Days,No 
1989,International Viewer’s Choice: MTV Europe,Front 242,No 
1989,International Viewer’s Choice: MTV Europe,Rainbirds,No 
1989,International Viewer’s Choice: MTV Europe,Vaya Con Dios,No 
1989,International Viewer's Choice: MTV International  ,Chayanne,Yes 
1989,International Viewer's Choice: MTV International  ,Fito Páez,No 
1989,International Viewer's Choice: MTV International  ,Miguel Mateos-Zas,No 
1989,International Viewer's Choice: MTV International  ,Emmanuel,No 
1989,International Viewer's Choice: MTV International  ,Gipsy Kings,No 
1989,International Viewer's Choice: MTV Japan,Kome Kome Club,Yes 
1989,International Viewer's Choice: MTV Japan,Toshinobu Kubota,No 
1989,International Viewer's Choice: MTV Japan,Kyosuke Himuro,No 
1989,International Viewer's Choice: MTV Japan,Unicorn,No 
1989,Video of the Year ,Neil Young,Yes 
1989,Video of the Year ,Madonna,No 
1989,Video of the Year ,Steve Winwood,No 
1989,Video of the Year ,Fine Young Cannibals ,No 
1989,Video of the Year ,Michael Jackson,No 
1989,Viewer’s Choice,Madonna,Yes 
1989,Viewer’s Choice,Michael Jackson,No 
1989,Viewer’s Choice,Steve Winwood,No 
1989,Viewer’s Choice,Fine Young Cannibals ,No 
1989,Viewer’s Choice,Neil Young,No 
1989,Video Vanguard Award,George Michael,Yes 
1990,Best Art Direction In a Video,The B-52’s,Yes 
1990,Best Art Direction In a Video,Billy Joel,No 
1990,Best Art Direction In a Video,Aerosmith,No 
1990,Best Art Direction In a Video,Madonna,No 
1990,Best Choreography in a Video ,Janet Jackson ,Yes 
1990,Best Choreography in a Video ,Madonna,No 
1990,Best Choreography in a Video ,MC Hammer,No 
1990,Best Choreography in a Video ,Paula Abdul,No 
1990,Best Cinematography in a Video,Madonna,Yes 
1990,Best Cinematography in a Video,Billy Joel,No 
1990,Best Cinematography in a Video,Aerosmith,No 
1990,Best Cinematography in a Video,Don Henley,No 
1990,Best Dance Video ,MC Hammer,Yes 
1990,Best Dance Video ,Madonna,No 
1990,Best Dance Video ,Janet Jackson ,No 
1990,Best Dance Video ,Paula Abdul,No 
1990,Best Direction in a Video,Madonna,Yes 
1990,Best Direction in a Video,Don Henley,No 
1990,Best Direction in a Video,Aerosmith,No 
1990,Best Direction in a Video,Paula Abdul,No 
1990,Best Editing in a Video,Madonna,Yes 
1990,Best Editing in a Video,Don Henley,No 
1990,Best Editing in a Video,Aerosmith,No 
1990,Best Editing in a Video,MC Hammer,No 
1990,Best Female Video,Sinéad O Connor,Yes 
1990,Best Female Video,Madonna,No 
1990,Best Female Video,Paula Abdul,No 
1990,Best Female Video,Alannah Myles,No 
1990,Best Female Video,Michelle Shocked,No 
1990,Best Group Video ,The B-52’s,Yes 
1990,Best Group Video ,Midnight Oil,No 
1990,Best Group Video ,Tears for Fears,No 
1990,Best Group Video ,Aerosmith,No 
1990,Best Group Video ,Red Hot Chili Peppers,No 
1990,Best Male Video,Don Henley,Yes 
1990,Best Male Video,MC Hammer,No 
1990,Best Male Video,Billy Idol,No 
1990,Best Male Video,Michael Penn,No 
1990,Best Metal/Hard Rock Video,Aerosmith,Yes 
1990,Best Metal/Hard Rock Video,Mötley Crüe,No 
1990,Best Metal/Hard Rock Video,Faith No More,No 
1990,Best Metal/Hard Rock Video,Slaughter,No 
1990,Best New Artist in a Video,Michael Penn,Yes 
1990,Best New Artist in a Video,Bell Biv DeVoe,No 
1990,Best New Artist in a Video,Lenny Kravitz,No 
1990,Best New Artist in a Video,The Black Crowes,No 
1990,Best New Artist in a Video,Alannah Myles,No 
1990,Best New Artist in a Video,Jane Child,No 
1990,Best New Artist in a Video,Lisa Stansfield,No 
1990,Best Post-Modern Video ,Sinéad O Connor,Yes 
1990,Best Post-Modern Video ,Red Hot Chili Peppers,No 
1990,Best Post-Modern Video ,Depeche Mode,No 
1990,Best Post-Modern Video ,Tears for Fears,No 
1990,Best Rap Video ,MC Hammer,Yes 
1990,Best Rap Video ,Digital Underground,No 
1990,Best Rap Video ,Biz Markie,No 
1990,Best Rap Video ,Young MC,No 
1990,Best Special Effects in a Video ,Tears for Fears,Yes 
1990,Best Special Effects in a Video ,Billy Joel,No 
1990,Best Special Effects in a Video ,Billy Idol,No 
1990,Best Special Effects in a Video ,Paula Abdul,No 
1990,Best Video from a Film ,Billy Idol,Yes 
1990,Best Video from a Film ,Prince,No 
1990,Best Video from a Film ,Edie Brickell & New Bohemians,No 
1990,Best Video from a Film ,ZZ Top,No 
1990,Breakthrough Video ,Tears for Fears,Yes 
1990,Breakthrough Video ,Red Hot Chili Peppers,No 
1990,Breakthrough Video ,Paula Abdul,No 
1990,Breakthrough Video ,Sinéad O Connor,No 
1990,International Viewer’s Choice: MTV Australia,Midnight Oil,Yes 
1990,International Viewer’s Choice: MTV Australia,Kylie Minogue,No 
1990,International Viewer’s Choice: MTV Australia,Boom Crash Opera,No 
1990,International Viewer’s Choice: MTV Australia,Max Q,No 
1990,International Viewer's Choice: MTV Brasil,Titãs,Yes 
1990,International Viewer's Choice: MTV Brasil,Djavan,No 
1990,International Viewer's Choice: MTV Brasil,Os Paralamas do Sucesso,No 
1990,International Viewer's Choice: MTV Brasil,Caetano Veloso,No 
1990,International Viewer's Choice: MTV Brasil,Engenheiros do Hawaii,No 
1990,International Viewer’s Choice: MTV Europe,The Creeps,Yes 
1990,International Viewer’s Choice: MTV Europe,Laid Back,No 
1990,International Viewer’s Choice: MTV Europe,Gary Moore,No 
1990,International Viewer’s Choice: MTV Europe,Sinéad O Connor,No 
1990,International Viewer's Choice: MTV Internacional  ,Gloria Estefan,Yes 
1990,International Viewer's Choice: MTV Internacional  ,Los Prisioneros,No 
1990,International Viewer's Choice: MTV Internacional  ,Franco De Vita,No 
1990,International Viewer's Choice: MTV Internacional  ,Soda Stereo,No 
1990,International Viewer's Choice: MTV Japan,Kome Kome Club,Yes 
1990,International Viewer's Choice: MTV Japan,Mami Yamase,No 
1990,International Viewer's Choice: MTV Japan,Jun Togawa,No 
1990,International Viewer's Choice: MTV Japan,Yasuyuki Okamura,No 
1990,Video of the Year ,Sinéad O Connor,Yes 
1990,Video of the Year ,Don Henley,No 
1990,Video of the Year ,Aerosmith,No 
1990,Video of the Year ,Madonna,No 
1990,Viewer’s Choice,Aerosmith,Yes 
1990,Viewer’s Choice,Madonna,No 
1990,Viewer’s Choice,Don Henley,No 
1990,Viewer’s Choice,Sinéad O Connor,No 
1990,Video Vanguard Award,Janet Jackson ,Yes 
1991,Best Alternative Video ,Jane’s Addiction,Yes 
1991,Best Alternative Video ,R.E.M.,No 
1991,Best Alternative Video ,Jesus Jones,No 
1991,Best Alternative Video ,The Replacements,No 
1991,Best Art Direction In a Video,R.E.M.,Yes 
1991,Best Art Direction In a Video,Edie Brickell & New Bohemians,No 
1991,Best Art Direction In a Video,George Michael,No 
1991,Best Art Direction In a Video,Jellyfish,No 
1991,Best Art Direction In a Video,C+C Music Factory,No 
1991,Best Art Direction In a Video,Faith No More,No 
1991,Best Art Direction In a Video,Janet Jackson ,No 
1991,Best Choreography in a Video ,C+C Music Factory,Yes 
1991,Best Choreography in a Video ,MC Hammer,No 
1991,Best Choreography in a Video ,Janet Jackson ,No 
