date,award_name,artist_name,win
1985-01-28,Favorite Country Album,Kenny Rogers,Yes 
1985-01-28,Favorite Country Album,Ricky Skaggs,No 
1985-01-28,Favorite Country Album,Alabama,No 
1985-01-28,Favorite Country Band/Duo/Group,Alabama,Yes 
1985-01-28,Favorite Country Band/Duo/Group,The Statler Brothers,No 
1985-01-28,Favorite Country Band/Duo/Group,The Oak Ridge Boys,No 
1985-01-28,Favorite Country Band/Duo/Group Video Artist,The Oak Ridge Boys,Yes 
1985-01-28,Favorite Country Band/Duo/Group Video Artist,The Statler Brothers,No 
1985-01-28,Favorite Country Band/Duo/Group Video Artist,"Hank Williams Jr., Waylon Jennings",No 
1985-01-28,Favorite Country Female Artist,Barbara Mandrell,Yes 
1985-01-28,Favorite Country Female Artist,Dolly Parton ,No 
1985-01-28,Favorite Country Female Artist,Anne Murray, No
1985-01-28,Favorite Country Female Video Artist,Anne Murray,Yes 
1985-01-28,Favorite Country Female Video Artist,Gus Hardin,No 
1985-01-28,Favorite Country Female Video Artist,Charly McClain,No 
1985-01-28,Favorite Country Male Artist,Kenny Rogers,Yes 
1985-01-28,Favorite Country Male Artist,Ricky Skaggs,No 
1985-01-28,Favorite Country Male Artist,Hank Williams Jr.,No 
1985-01-28,Favorite Country Male Video Artist,Willie Nelson,Yes 
1985-01-28,Favorite Country Male Video Artist,Waylon Jennings,No 
1985-01-28,Favorite Country Male Video Artist,Hank Williams Jr.,No 
1985-01-28,Favorite Country Song,"Kenny Rogers, Dolly Parton",Yes 
1985-01-28,Favorite Country Song,The Judds,No 
1985-01-28,Favorite Country Song,Anne Murray,No 
1985-01-28,Favorite Country Video,Anne Murray,Yes 
1985-01-28,Favorite Country Video,Willie Nelson,No 
1985-01-28,Favorite Country Video,The Statler Brothers,No 
1985-01-28,Favorite Pop/Rock Album,Prince,Yes 
1985-01-28,Favorite Pop/Rock Album,Michael Jackson,No 
1985-01-28,Favorite Pop/Rock Album,Lionel Richie,No 
1985-01-28,Favorite Pop/Rock Band/Duo/Group,"Daryl Hall, John Oates",Yes 
1985-01-28,Favorite Pop/Rock Band/Duo/Group,Van Halen,No 
1985-01-28,Favorite Pop/Rock Band/Duo/Group,Huey Lewis & The News,No 
1985-01-28,Favorite Pop/Rock Band/Duo/Group Video Artist,Huey Lewis & The News,Yes 
1985-01-28,Favorite Pop/Rock Band/Duo/Group Video Artist,Duran Duran,No 
1985-01-28,Favorite Pop/Rock Band/Duo/Group Video Artist,Culture Club,No 
1985-01-28,Favorite Pop/Rock Female Artist,Cyndi Lauper,Yes 
1985-01-28,Favorite Pop/Rock Female Artist,Madonna,No 
1985-01-28,Favorite Pop/Rock Female Artist,Lina Ronstadt,No 
1985-01-28,Favorite Pop/Rock Female Video Artist,Cyndi Lauper,Yes 
1985-01-28,Favorite Pop/Rock Female Video Artist,Tina Turner,No 
1985-01-28,Favorite Pop/Rock Female Video Artist,Laura Branigan,No 
1985-01-28,Favorite Pop/Rock Male Artist,Lionel Richie,Yes 
1985-01-28,Favorite Pop/Rock Male Artist,Prince,No 
1985-01-28,Favorite Pop/Rock Male Artist,Bruce Springsteen,No 
1985-01-28,Favorite Pop/Rock Male Video Artist,Lionel Richie,Yes 
1985-01-28,Favorite Pop/Rock Male Video Artist,Prince,No 
1985-01-28,Favorite Pop/Rock Male Video Artist,Bruce Springsteen,No 
1985-01-28,Favorite Pop/Rock Song,Bruce Springsteen,Yes 
1985-01-28,Favorite Pop/Rock Song,Tina Turner,No 
1985-01-28,Favorite Pop/Rock Song,Prince,No 
1985-01-28,Favorite Pop/Rock Video,Lionel Richie,Yes 
1985-01-28,Favorite Pop/Rock Video,Ray Parker Jr.,No 
1985-01-28,Favorite Pop/Rock Video,Prince and the Revolution,No 
1985-01-28,Favorite Soul/R&B Album,Prince,Yes 
1985-01-28,Favorite Soul/R&B Album,Michael Jackson,No 
1985-01-28,Favorite Soul/R&B Album,Lionel Richie,No 
1985-01-28,Favorite Soul/R&B Band/Duo/Group,The Pointer Sisters,Yes 
1985-01-28,Favorite Soul/R&B Band/Duo/Group,The Time,No 
1985-01-28,Favorite Soul/R&B Band/Duo/Group,Kool & The Gang,No 
1985-01-28,Favorite Soul/R&B Band/Duo/Group Video Artist,The Pointer Sisters,Yes 
1985-01-28,Favorite Soul/R&B Band/Duo/Group Video Artist,The Time,No 
1985-01-28,Favorite Soul/R&B Band/Duo/Group Video Artist,Kool & The Gang,No 
1985-01-28,Favorite Soul/R&B Female Artist,Tina Turner,Yes 
1985-01-28,Favorite Soul/R&B Female Artist,Sheila E.,No 
1985-01-28,Favorite Soul/R&B Female Artist,Chaka Khan,No 
1985-01-28,Favorite Soul/R&B Female Video Artist,Tina Turner,Yes 
1985-01-28,Favorite Soul/R&B Female Video Artist,Sheila E.,No 
1985-01-28,Favorite Soul/R&B Female Video Artist,Chaka Khan,No 
1985-01-28,Favorite Soul/R&B Male Artist,Lionel Richie,Yes 
1985-01-28,Favorite Soul/R&B Male Artist,Prince,No 
1985-01-28,Favorite Soul/R&B Male Artist,Michael Jackson,No 
1985-01-28,Favorite Soul/R&B Male Video Artist,Lionel Richie,Yes 
1985-01-28,Favorite Soul/R&B Male Video Artist,Ray Parker Jr.,No 
1985-01-28,Favorite Soul/R&B Male Video Artist,Prince,No 
1985-01-28,Favorite Soul/R&B Song,Prince,Yes 
1985-01-28,Favorite Soul/R&B Song,Tina Turner,No 
1985-01-28,Favorite Soul/R&B Song,Billy Ocean,No 
1985-01-28,Favorite Soul/R&B Video,Lionel Richie,Yes 
1985-01-28,Favorite Soul/R&B Video,Ray Parker Jr.,No 
1985-01-28,Favorite Soul/R&B Video,Prince and the Revolution,No 
1985-01-28,Award of Merit,Loretta Lynn,Yes 
1986-01-27,Favorite Country Album,Alabama,Yes 
1986-01-27,Favorite Country Album,Willie Nelson,No 
1986-01-27,Favorite Country Album,Ricky Skaggs,No 
1986-01-27,Favorite Country Band/Duo/Group,Alabama,Yes 
1986-01-27,Favorite Country Band/Duo/Group,The Oak Ridge Boys,No 
1986-01-27,Favorite Country Band/Duo/Group,The Judds,No 
1986-01-27,Favorite Country Band/Duo/Group Video Artist,The Highwaymen,Yes 
1986-01-27,Favorite Country Band/Duo/Group Video Artist,The Oak Ridge Boys,No 
1986-01-27,Favorite Country Band/Duo/Group Video Artist,The Judds,No 
1986-01-27,Favorite Country Female Artist,Crystal Gayle,Yes 
1986-01-27,Favorite Country Female Artist,Dolly Parton ,No 
1986-01-27,Favorite Country Female Artist,Anne Murray,No 
1986-01-27,Favorite Country Female Video Artist,Crystal Gayle,Yes 
1986-01-27,Favorite Country Female Video Artist,Janie Fricke,No 
1986-01-27,Favorite Country Female Video Artist,Anne Murray,No 
1986-01-27,Favorite Country Male Artist,Willie Nelson,Yes 
1986-01-27,Favorite Country Male Artist,Lee Greenwood,No
1986-01-27,Favorite Country Male Artist,Hank Williams Jr.,No 
1986-01-27,Favorite Country Male Video Artist,Hank Williams Jr.,Yes 
1986-01-27,Favorite Country Male Video Artist,Ricky Skaggs,No 
1986-01-27,Favorite Country Male Video Artist,Lee Greenwood,No 
1986-01-27,Favorite Country Song,Willie Nelson,Yes 
1986-01-27,Favorite Country Song,Lee Greenwood,No 
1986-01-27,Favorite Country Song,Alabama,No 
1986-01-27,Favorite Country Video,The Highwaymen,Yes 
1986-01-27,Favorite Country Video,Hank Williams Jr.,No
1986-01-27,Favorite Country Video,Alabama,No 
1986-01-27,Favorite Pop/Rock Album,Bruce Springsteen,Yes 
1986-01-27,Favorite Pop/Rock Album,Phil Collins,No 
1986-01-27,Favorite Pop/Rock Album,Madonna,No 
1986-01-27,Favorite Pop/Rock Band/Duo/Group,Chicago,Yes  
1986-01-27,Favorite Pop/Rock Band/Duo/Group,Tears for Fears,No 
1986-01-27,Favorite Pop/Rock Band/Duo/Group,Kool & The Gang,No 
1986-01-27,Favorite Pop/Rock Band/Duo/Group Video Artist,Wham!,Yes  
1986-01-27,Favorite Pop/Rock Band/Duo/Group Video Artist,Tears for Fears,No 
1986-01-27,Favorite Pop/Rock Band/Duo/Group Video Artist,Eurythmics,No 
1986-01-27,Favorite Pop/Rock Female Artist,Tina Turner,Yes 
1986-01-27,Favorite Pop/Rock Female Artist,Whitney Houston,No 
1986-01-27,Favorite Pop/Rock Female Artist,Madonna,No 
1986-01-27,Favorite Pop/Rock Female Video Artist,Pat Benatar,Yes  
1986-01-27,Favorite Pop/Rock Female Video Artist,Madonna,No 
1986-01-27,Favorite Pop/Rock Female Video Artist,Aretha Franklin,No 
1986-01-27,Favorite Pop/Rock Male Artist,Bruce Springsteen,Yes 
1986-01-27,Favorite Pop/Rock Male Artist,Prince,No 
1986-01-27,Favorite Pop/Rock Male Artist,Phil Collins,No 
1986-01-27,Favorite Pop/Rock Male Video Artist,Bruce Springsteen,Yes 
1986-01-27,Favorite Pop/Rock Male Video Artist,Phil Collins,No 
1986-01-27,Favorite Pop/Rock Male Video Artist,Huey Lewis,No 
1986-01-27,Favorite Pop/Rock Song,Huey Lewis & The News,Yes  
1986-01-27,Favorite Pop/Rock Song,Wham!,No 
1986-01-27,Favorite Pop/Rock Song,Dire Straits,No 
1986-01-27,Favorite Pop/Rock Video,Huey Lewis & The News,Yes 
1986-01-27,Favorite Pop/Rock Video,"Philip Bailey, Phil Collins",No 
1986-01-27,Favorite Pop/Rock Video,A-Ha,No 
1986-01-27,Favorite Soul/R&B Album,Kool & The Gang,Yes 
1986-01-27,Favorite Soul/R&B Album,Whitney Houston,No 
1986-01-27,Favorite Soul/R&B Album,Luther Vandross,No 
1986-01-27,Favorite Soul/R&B Band/Duo/Group,Kool & The Gang,Yes 
1986-01-27,Favorite Soul/R&B Band/Duo/Group,Ready for the World,No 
1986-01-27,Favorite Soul/R&B Band/Duo/Group,New Edition,No 
1986-01-27,Favorite Soul/R&B Band/Duo/Group Video Artist,The Pointer Sisters,Yes 
1986-01-27,Favorite Soul/R&B Band/Duo/Group Video Artist,Kool & The Gang,No
1986-01-27,Favorite Soul/R&B Band/Duo/Group Video Artist,Ashford & Simpson,No 
1986-01-27,Favorite Soul/R&B Female Artist,Aretha Franklin,Yes  
1986-01-27,Favorite Soul/R&B Female Artist,Whitney Houston,No
1986-01-27,Favorite Soul/R&B Female Artist,Diana Ross,No 
1986-01-27,Favorite Soul/R&B Female Video Artist,Aretha Franklin,Yes  
1986-01-27,Favorite Soul/R&B Female Video Artist,Whitney Houston,No 
1986-01-27,Favorite Soul/R&B Female Video Artist,Sade,No 
1986-01-27,Favorite Soul/R&B Male Artist,Stevie Wonder,Yes  
1986-01-27,Favorite Soul/R&B Male Artist,Prince,No 
1986-01-27,Favorite Soul/R&B Male Artist,Luther Vandross,No 
1986-01-27,Favorite Soul/R&B Male Video Artist,Stevie Wonder,Yes
1986-01-27,Favorite Soul/R&B Male Video Artist,Prince,No 
1986-01-27,Favorite Soul/R&B Male Video Artist,"Philip Bailey, Phil Collins",No 
1986-01-27,Favorite Soul/R&B Song,Whitney Houston,Yes 
1986-01-27,Favorite Soul/R&B Song,The Commodores,No 
1986-01-27,Favorite Soul/R&B Song,Freddie Jackson,No 
1986-01-27,Favorite Soul/R&B Video,Whitney Houston,Yes 
1986-01-27,Favorite Soul/R&B Video,Ready for the World,No 
1986-01-27,Favorite Soul/R&B Video,Aretha Franklin,No 
1986-01-27,Award of Merit,Paul McCartney,Yes 
1987-01-26,Favorite Country Album,Alabama,Yes  
1987-01-26,Favorite Country Album,Reba McEntire,No 
1987-01-26,Favorite Country Album,George Strait,No 
1987-01-26,Favorite Country Album,The Judds,No 
1987-01-26,Favorite Country Band/Duo/Group,Alabama,Yes 
1987-01-26,Favorite Country Band/Duo/Group,The Forester Sisters,No
1987-01-26,Favorite Country Band/Duo/Group,"Marie Osmond, Paul Davis",No 
1987-01-26,Favorite Country Band/Duo/Group,The Judds,No 
1987-01-26,Favorite Country Band/Duo/Group Video Artist,Alabama,Yes 
1987-01-26,Favorite Country Band/Duo/Group Video Artist,The Forester Sisters,No 
1987-01-26,Favorite Country Band/Duo/Group Video Artist,Sawyer Brown,No 
1987-01-26,Favorite Country Band/Duo/Group Video Artist,The Judds,No 
1987-01-26,Favorite Country Female Artist,Barbara Mandrell,Yes 
1987-01-26,Favorite Country Female Artist,Reba McEntire,No 
1987-01-26,Favorite Country Female Artist,Juice Newton,No 
1987-01-26,Favorite Country Female Artist,Tanya Tucker,No 
1987-01-26,Favorite Country Female Video Artist,Reba McEntire,Yes 
1987-01-26,Favorite Country Female Video Artist,Janie Fricke,No 
1987-01-26,Favorite Country Female Video Artist,Anne Murray,No 
1987-01-26,Favorite Country Female Video Artist,Marie Osmond,No 
1987-01-26,Favorite Country Male Artist,Willie Nelson,Yes 
1987-01-26,Favorite Country Male Artist,Hank Williams Jr.,No 
1987-01-26,Favorite Country Male Artist,George Strait,No 
1987-01-26,Favorite Country Male Artist,Ronnie Milsap,No 
1987-01-26,Favorite Country Male Video Artist,George Jones,Yes 
1987-01-26,Favorite Country Male Video Artist,George Strait,No 
1987-01-26,Favorite Country Male Video Artist,Gary Morris,No 
1987-01-26,Favorite Country Male Video Artist,Mel McDaniel,No 
1987-01-26,Favorite Country Song,The Judds,Yes 
1987-01-26,Favorite Country Song,Randy Travis,No 
1987-01-26,Favorite Country Song,Dan Seals,No 
1987-01-26,Favorite Country Song,Steve Wariner,No 
1987-01-26,Favorite Country Video,The Judds,Yes 
1987-01-26,Favorite Country Video,George Jones,No
1987-01-26,Favorite Country Video,Dwight Yoakam,No 
1987-01-26,Favorite Country Video,Reba McEntire,No
1987-01-26,Favorite Pop/Rock Album,Whitney Houston,Yes 
1987-01-26,Favorite Pop/Rock Album,Top Gun,No 
1987-01-26,Favorite Pop/Rock Album,Janet Jackson,No 
1987-01-26,Favorite Pop/Rock Album,Van Halen,No 
1987-01-26,Favorite Pop/Rock Band/Duo/Group,Huey Lewis & The News,Yes
1987-01-26,Favorite Pop/Rock Band/Duo/Group,Heart,No 
1987-01-26,Favorite Pop/Rock Band/Duo/Group,Genesis,No 
1987-01-26,Favorite Pop/Rock Band/Duo/Group,Van Halen,No 
1987-01-26,Favorite Pop/Rock Band/Duo/Group Video Artist,Huey Lewis & The News,Yes 
1987-01-26,Favorite Pop/Rock Band/Duo/Group Video Artist,Run-D.M.C.,No 
1987-01-26,Favorite Pop/Rock Band/Duo/Group Video Artist,Culture Club,No 
1987-01-26,Favorite Pop/Rock Band/Duo/Group Video Artist,Simple Minds,No 
1987-01-26,Favorite Pop/Rock Female Artist,Whitney Houston,Yes 
1987-01-26,Favorite Pop/Rock Female Artist,Madonna,No 
1987-01-26,Favorite Pop/Rock Female Artist,Janet Jackson,No 
1987-01-26,Favorite Pop/Rock Female Artist,Tina Turner,No 
1987-01-26,Favorite Pop/Rock Female Video Artist,Madonna,Yes 
1987-01-26,Favorite Pop/Rock Female Video Artist,Janet Jackson,No
1987-01-26,Favorite Pop/Rock Female Video Artist,Belinda Carlisle,No
1987-01-26,Favorite Pop/Rock Female Video Artist,Whitney Houston,No
1987-01-26,Favorite Pop/Rock Male Artist,Lionel Richie,Yes 
1987-01-26,Favorite Pop/Rock Male Artist,Peter Gabriel,No
1987-01-26,Favorite Pop/Rock Male Artist,David Lee Roth ,No
1987-01-26,Favorite Pop/Rock Male Artist,Robert Palmer,No
1987-01-26,Favorite Pop/Rock Male Video Artist,Billy Ocean,Yes 
1987-01-26,Favorite Pop/Rock Male Video Artist,Peter Gabriel,No
1987-01-26,Favorite Pop/Rock Male Video Artist,Howard Jones,No 
1987-01-26,Favorite Pop/Rock Male Video Artist,Robert Palmer,No 
1987-01-26,Favorite Pop/Rock Song,Billy Ocean,Yes 
1987-01-26,Favorite Pop/Rock Song,Pet Shop Boys,No 
1987-01-26,Favorite Pop/Rock Song,Madonna,No 
1987-01-26,Favorite Pop/Rock Song,Steve Winwood,No 
1987-01-26,Favorite Pop/Rock Video,Lionel Richie,Yes 
1987-01-26,Favorite Pop/Rock Video,Janet Jackson,No 
1987-01-26,Favorite Pop/Rock Video,Belinda Carlisle,No 
1987-01-26,Favorite Pop/Rock Video,Robert Palmer,No 
1987-01-26,Favorite Soul/R&B Album,Whitney Houston,Yes 
1987-01-26,Favorite Soul/R&B Album,Janet Jackson,No 
1987-01-26,Favorite Soul/R&B Album,Anita Baker,No 
1987-01-26,Favorite Soul/R&B Album,Run-D.M.C.,No 
1987-01-26,Favorite Soul/R&B Band/Duo/Group,New Edition,Yes 
1987-01-26,Favorite Soul/R&B Band/Duo/Group,Cameo,No 
1987-01-26,Favorite Soul/R&B Band/Duo/Group,Atlantic Starr,No 
1987-01-26,Favorite Soul/R&B Band/Duo/Group,Run-D.M.C.,No 
1987-01-26,Favorite Soul/R&B Band/Duo/Group Video Artist,Kool & The Gang,Yes 
1987-01-26,Favorite Soul/R&B Band/Duo/Group Video Artist,Run-D.M.C.,No 
1987-01-26,Favorite Soul/R&B Band/Duo/Group Video Artist,Cameo,No 
1987-01-26,Favorite Soul/R&B Band/Duo/Group Video Artist,The Jets,No 
1987-01-26,Favorite Soul/R&B Female Artist,Whitney Houston,Yes 
1987-01-26,Favorite Soul/R&B Female Artist,Janet Jackson,No 
1987-01-26,Favorite Soul/R&B Female Artist,Anita Baker,No 
1987-01-26,Favorite Soul/R&B Female Artist,Patti LaBelle,No 
1987-01-26,Favorite Soul/R&B Female Video Artist,Janet Jackson,Yes 
1987-01-26,Favorite Soul/R&B Female Video Artist,Tina Turner,No 
1987-01-26,Favorite Soul/R&B Female Video Artist,Aretha Franklin,No 
1987-01-26,Favorite Soul/R&B Female Video Artist,Whitney Houston,No 
1987-01-26,Favorite Soul/R&B Male Artist,Lionel Richie,Yes 
1987-01-26,Favorite Soul/R&B Male Artist,Freddie Jackson,No 
1987-01-26,Favorite Soul/R&B Male Artist,Billy Ocean,No 
1987-01-26,Favorite Soul/R&B Male Artist,Stevie Wonder,No 
1987-01-26,Favorite Soul/R&B Male Video Artist,Lionel Richie,Yes 
1987-01-26,Favorite Soul/R&B Male Video Artist,James Brown,No 
1987-01-26,Favorite Soul/R&B Male Video Artist,Billy Ocean,No 
1987-01-26,Favorite Soul/R&B Male Video Artist,Oran ‘Juice’ Jones,No 
1987-01-26,Favorite Soul/R&B Song,Janet Jackson,Yes 
1987-01-26,Favorite Soul/R&B Song,Prince,No 
1987-01-26,Favorite Soul/R&B Song,Cameo,No 
1987-01-26,Favorite Soul/R&B Song,Timex Social Club,No 
1987-01-26,Favorite Soul/R&B Video,Whitney Houston,Yes 
1987-01-26,Favorite Soul/R&B Video,Janet Jackson,No 
1987-01-26,Favorite Soul/R&B Video,Billy Ocean,No 
1987-01-26,Favorite Soul/R&B Video,"Run-D.M.C., Aerosmith",No 
1987-01-26,Award of Merit,Elvis Presley,Yes 
1987-01-26,Special Recognition Award,Dionne Warwick,Yes 
1988-01-25,Favorite Country Album,Randy Travis,Yes 
1988-01-25,Favorite Country Album,The Judds,No 
1988-01-25,Favorite Country Album,George Strait,No 
1988-01-25,Favorite Country Band/Duo/Group,Alabama,Yes 
1988-01-25,Favorite Country Band/Duo/Group,The Judds,No 
1988-01-25,Favorite Country Band/Duo/Group,Restless Heart ,No 
1988-01-25,Favorite Country Female Artist,Reba McEntire,Yes 
1988-01-25,Favorite Country Female Artist,Tanya Tucker,No 
1988-01-25,Favorite Country Female Artist,Rosanne Cash,No 
1988-01-25,Favorite Country Male Artist,Randy Travis,Yes 
1988-01-25,Favorite Country Male Artist,Hank Williams Jr.,No 
1988-01-25,Favorite Country Male Artist,George Strait,No 
1988-01-25,Favorite Country Song,Randy Travis,Yes 
1988-01-25,Favorite Country Song,Hank Williams Jr.,No 
1988-01-25,Favorite Country Song,George Strait,No 
1988-01-25,Favorite Country Video,Randy Travis,Yes 
1988-01-25,Favorite Country Video,Reba McEntire,No 
1988-01-25,Favorite Country Video,Hank Williams Jr.,No 
1988-01-25,Favorite Pop/Rock Album,Paul Simon,Yes 
1988-01-25,Favorite Pop/Rock Album,U2,No 
1988-01-25,Favorite Pop/Rock Album,Bon Jovi,No 
1988-01-25,Favorite Pop/Rock Album,Whitesnake,No
1988-01-25,Favorite Pop/Rock Band/Duo/Group,Bon Jovi,Yes 
1988-01-25,Favorite Pop/Rock Band/Duo/Group,U2,No 
1988-01-25,Favorite Pop/Rock Band/Duo/Group,Lisa Lisa & Cult Jam,No 
1988-01-25,Favorite Pop/Rock Female Artist,Whitney Houston,Yes 
1988-01-25,Favorite Pop/Rock Female Artist,Madonna,No 
1988-01-25,Favorite Pop/Rock Female Artist,Janet Jackson,No 
1988-01-25,Favorite Pop/Rock Male Artist,Paul Simon,Yes 
1988-01-25,Favorite Pop/Rock Male Artist,Michael Jackson,No 
1988-01-25,Favorite Pop/Rock Male Artist,George Michael,No 
1988-01-25,Favorite Pop/Rock Song,Whitney Houston,Yes 
1988-01-25,Favorite Pop/Rock Song,Bon Jovi,No 
1988-01-25,Favorite Pop/Rock Song,Bob Seger,No 
1988-01-25,Favorite Pop/Rock/Soul/R&B Video,Janet Jackson,Yes 
1988-01-25,Favorite Pop/Rock/Soul/R&B Video,Robert Palmer,No
1988-01-25,Favorite Pop/Rock/Soul/R&B Video,Peter Gabriel,No 
1988-01-25,Favorite Soul/R&B Album,Anita Baker,Yes 
1988-01-25,Favorite Soul/R&B Album,Luther Vandross,No 
1988-01-25,Favorite Soul/R&B Album,LL Cool J,No 
1988-01-25,Favorite Soul/R&B Band/Duo/Group,Cameo,Yes 
1988-01-25,Favorite Soul/R&B Band/Duo/Group,Lisa Lisa & Cult Jam,No 
1988-01-25,Favorite Soul/R&B Band/Duo/Group,Club Nouveau,No 
1988-01-25,Favorite Soul/R&B Female Artist,Anita Baker,Yes 
1988-01-25,Favorite Soul/R&B Female Artist,Whitney Houston,No 
1988-01-25,Favorite Soul/R&B Female Artist,Janet Jackson,No 
1988-01-25,Favorite Soul/R&B Male Artist,Luther Vandross,Yes 
1988-01-25,Favorite Soul/R&B Male Artist,Smokey Robinson,No 
1988-01-25,Favorite Soul/R&B Male Artist,LL Cool J,No 
1988-01-25,Favorite Soul/R&B Song,Michael Jackson,Yes 
1988-01-25,Favorite Soul/R&B Song,Levert,No 
1988-01-25,Favorite Soul/R&B Song,Jody Watley,No 
1988-01-25,Award of Merit,The Beach Boys,Yes 
1989-01-30,Favorite Country Album,Randy Travis,Yes
1989-01-30,Favorite Country Album,Ricky Van Shelton,No 
1989-01-30,Favorite Country Album,George Strait,No 
1989-01-30,Favorite Country Band/Duo/Group,Alabama,Yes 
1989-01-30,Favorite Country Band/Duo/Group,The Oak Ridge Boys,No 
1989-01-30,Favorite Country Band/Duo/Group,The Judds,No 
1989-01-30,Favorite Country Female Artist,Reba McEntire,Yes 
1989-01-30,Favorite Country Female Artist,Tanya Tucker,No 
1989-01-30,Favorite Country Female Artist,Rosanne Cash,No 
1989-01-30,Favorite Country Male Artist,Randy Travis,Yes 
1989-01-30,Favorite Country Male Artist,Hank Williams Jr.,No 
1989-01-30,Favorite Country Male Artist,George Strait,No 
1989-01-30,Favorite Country New Artist,Patty Loveless,Yes 
1989-01-30,Favorite Country New Artist,The McCarters,No 
1989-01-30,Favorite Country New Artist,Larry Boone,No 
1989-01-30,Favorite Country Song,Randy Travis,Yes 
1989-01-30,Favorite Country Song,Kathy Mattea,No
1989-01-30,Favorite Country Song,Alabama,No
1989-01-30,Favorite Heavy Metal/Hard Rock Album,Def Leppard,Yes 
1989-01-30,Favorite Heavy Metal/Hard Rock Album,Van Halen,No
1989-01-30,Favorite Heavy Metal/Hard Rock Album,Guns N’ Roses,No
1989-01-30,Favorite Heavy Metal/Hard Rock Artist,Def Leppard,Yes 
1989-01-30,Favorite Heavy Metal/Hard Rock Artist,Van Halen,No 
1989-01-30,Favorite Heavy Metal/Hard Rock Artist,Guns N’ Roses,No 
1989-01-30,Favorite Pop/Rock Album,Dirty Dancing,Yes 
1989-01-30,Favorite Pop/Rock Album,George Michael,No 
1989-01-30,Favorite Pop/Rock Album,Def Leppard,No 
1989-01-30,Favorite Pop/Rock Band/Duo/Group,"Gloria Estefan, The Miami Sound Machine",Yes 
1989-01-30,Favorite Pop/Rock Band/Duo/Group,Van Halen,No 
1989-01-30,Favorite Pop/Rock Band/Duo/Group,Def Leppard,No 
1989-01-30,Favorite Pop/Rock Female Artist,Whitney Houston,Yes 
1989-01-30,Favorite Pop/Rock Female Artist,Tracy Chapman,No 
1989-01-30,Favorite Pop/Rock Female Artist,Debbie Gibson,No 
1989-01-30,Favorite Pop/Rock Male Artist,George Michael,Yes 
1989-01-30,Favorite Pop/Rock Male Artist,Steve Winwood,No 
1989-01-30,Favorite Pop/Rock Male Artist,Michael Jackson,No 
1989-01-30,Favorite Pop/Rock New Artist,Tracy Chapman,Yes 
1989-01-30,Favorite Pop/Rock New Artist,Taylor Dayne,No 
1989-01-30,Favorite Pop/Rock New Artist,Rick Astley,No 
1989-01-30,Favorite Pop/Rock Song,Guns N’ Roses,Yes 
1989-01-30,Favorite Pop/Rock Song,Steve Winwood,No 
1989-01-30,Favorite Pop/Rock Song,Rick Astley,No 
1989-01-30,Favorite Rap/Hip-Hop Album,DJ Jazzy Jeff & The Fresh Prince,Yes 
1989-01-30,Favorite Rap/Hip-Hop Album,Run-D.M.C.,No 
1989-01-30,Favorite Rap/Hip-Hop Album,Public Enemy,No 
1989-01-30,Favorite Rap/Hip-Hop Artist,DJ Jazzy Jeff & The Fresh Prince,Yes 
1989-01-30,Favorite Rap/Hip-Hop Artist,Salt-N-Pepa,No 
1989-01-30,Favorite Rap/Hip-Hop Artist,Run-D.M.C.,No 
1989-01-30,Favorite Soul/R&B Album,George Michael,Yes 
1989-01-30,Favorite Soul/R&B Album,Keith Sweat,No
1989-01-30,Favorite Soul/R&B Album,Gladys Knight & The Pips,No 
1989-01-30,Favorite Soul/R&B Band/Duo/Group,Gladys Knight & The Pips,Yes 
1989-01-30,Favorite Soul/R&B Band/Duo/Group,Salt-N-Pepa,No 
1989-01-30,Favorite Soul/R&B Band/Duo/Group,New Edition,No 
1989-01-30,Favorite Soul/R&B Female Artist,Whitney Houston,Yes 
1989-01-30,Favorite Soul/R&B Female Artist,Sade,No 
1989-01-30,Favorite Soul/R&B Female Artist,Natalie Cole,No 
1989-01-30,Favorite Soul/R&B Male Artist,George Michael,Yes 
1989-01-30,Favorite Soul/R&B Male Artist,Michael Jackson,No 
1989-01-30,Favorite Soul/R&B Male Artist,Bobby Brown,No 
1989-01-30,Favorite Soul/R&B New Artist,Al B. Sure!,Yes 
1989-01-30,Favorite Soul/R&B New Artist,Tony! Toni! Toné!,No 
1989-01-30,Favorite Soul/R&B New Artist,Karyn White,No 
1989-01-30,Favorite Soul/R&B Song,Freddie Jackson,Yes 
1989-01-30,Favorite Soul/R&B Song,Pebbles,No 
1989-01-30,Favorite Soul/R&B Song,Al B. Sure!,No 
1989-01-30,Award of Merit,Willie Nelson,Yes 
1989-01-30,Special Achievement Award,Michael Jackson,Yes 
1990-01-22,Favorite Country Album,Randy Travis,Yes 
1990-01-22,Favorite Country Album,Hank Williams Jr.,No 
1990-01-22,Favorite Country Album,George Strait,No 
1990-01-22,Favorite Country Band/Duo/Group,Alabama,Yes 
1990-01-22,Favorite Country Band/Duo/Group,The Judds,No 
1990-01-22,Favorite Country Band/Duo/Group,Highway 101,No 
1990-01-22,Favorite Country Female Artist,Reba McEntire,Yes 
1990-01-22,Favorite Country Female Artist,K.T. Oslin,No
1990-01-22,Favorite Country Female Artist,Dolly Parton,No 
1990-01-22,Favorite Country Male Artist,Randy Travis,Yes 
1990-01-22,Favorite Country Male Artist,Hank Williams Jr.,No 
1990-01-22,Favorite Country Male Artist,George Strait,No 
